price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna,price(NGN),price(millions_NGN),log_price_millions_NGN
"NGN GNGN 240,000,000",3-BEDROOM APARTMENTS | OLD IKOYI,Ikoyi,Corporate Lease,,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartments-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000000.0,240.0,5.480638923341991
"NGN GNGN 3,600,000,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000000.0,3600.0,8.1886891244442
"NGN GNGN 35,000,000",2 Bedroom Maisonette + BQ in Ikoyi,Ikoyi,Rent,rent,Maisonette,2.0,2.0,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-maisonette-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN 2,500,000",Land Measuring 13000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-13000sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,2.5,0.9162907318741551
"NGN GNGN 50,000,000",3 Bed Penthouse in Ikoyi,Ikoyi,Rent,rent,Penthouse,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/3-bed-penthouse-in-ikoyi/,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,True,,,,,,50000000.0,50.0,3.912023005428146
"NGN GNGN 100,000,000",5-Bedroom Terrace| Banana Island,Ikoyi,Rent,rent,Terraced,5.0,5.0,admin-cw,2 months ago,https://cwlagos.com/property/5-bedroom-terrace-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,100.0,4.605170185988092
"NGN GNGN 8,500,000","Studio Apartment– Banana Island, Ikoyi",Ikoyi,Rent,,Apartment,1.0,1.0,admin-cw,2 months ago,https://cwlagos.com/property/studio-apartment-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500000.0,8.5,2.1400661634962708
"NGN GNGN 50,000,000","4-Bed Terrace+BQ – Banana Island, Ikoyi",Ikoyi,Rent,rent,Terraced,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-terracebq-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,50.0,3.912023005428146
"NGN GNGN 3,200,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,3200000.0,3.2,1.1631508098056809
"NGN GNGN 45,000,000","4 BEDROOM APARTMENT+BQ | BANANA ISLAND, IKOYI",Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bedroom-apartmentbq-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,45.0,3.8066624897703196
1012739000.0,"Residential Development- Banana Island, Ikoyi",Ikoyi,Sale,sale,Apartment,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/residential-development-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012739000.0,1012.739,6.920413820508138
"NGN GNGN 45,000,000",Furnished 3 Bedroom Maisonette + Office Room in Ikoyi,Ikoyi,Rent,rent,Maisonette,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/furnished-3-bedroom-maisonette-office-room-in-ikoyi/,,,,,,True,,True,,,,,True,,,,,,,,,,,True,,True,,,,,,,,45000000.0,45.0,3.8066624897703196
"20,000,000",4-Bedroom Terrace Duplex with BQ,Ikoyi,Rent,rent,Terraced,4.0,4.0,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,20.0,2.995732273553991
"NGN GNGN 2,000,000",2 Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-2/,True,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,2000000.0,2.0,0.6931471805599453
"NGN GNGN 50,000,000",4-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,3 weeks ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,50.0,3.912023005428146
"NGN GNGN  650,000,000",Commercial Duplex sitting on 402sqm with 2 Bedroom Charlet at the Back,Ikoyi,commercial,sale,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/commercial-duplex-sitting-on-402sqm-with-2-bedroom-charlet-at-the-back/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,True,402sqm,,,,,,,650000000.0,650.0,6.476972362889683
"NGN GNGN 3,000,000",Land Measuring 750sqm- Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/land-measuring-750sqm-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,3000000.0,3.0,1.0986122886681098
"NGN GNGN 30,000,000",3-Bedroom Penthouse Apartment + BQ-Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 weeks ago,https://cwlagos.com/property/3-bedroom-penthouse-apartment-bq-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30.0,3.4011973816621555
"NGN GNGN 18,000,000",3-Bedroom Terrace Duplex in Old Ikoyi,Ikoyi,Rent,rent,Terraced,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-terrace-duplex-in-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,18.0,2.8903717578961645
"NGN GNGN  1,200,000,000",4 Bedroom Fully Detached Duplex + 1 BQ,Ikoyi,Sale,sale,Detached,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-bedroom-fully-detached-duplex-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,3000sqm,,True,,,,,1200000000.0,1200.0,7.090076835776092
"NGN GNGN  16,000,000",Luxury 3 Bedroom Apartment + Maid’s Quarters,Ikoyi,Rent,,Apartment,3.0,3.0,admin-cw,11 months ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-maids-quarters/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,True,,,,,,,,16000000.0,16.0,2.772588722239781
"NGN GNGN 80,000,000",Luxury 5 Bedroom Terrace with Swimming Pool,Ikoyi,Rent,rent,Terraced,5.0,5.0,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-5-bedroom-terrace-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,,80000000.0,80.0,4.382026634673881
86806200.0,3-BEDROOM APARTMENT– IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86806200.0,86.8062,4.463678047686834
"NGN GNGN 40,000,000",2 Bedroom Apartment in Old Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN  270,000,000",Elegant 2 units of Luxury 3 Bedroom Apartment with Stable Electricity,Ikoyi,Sale,sale,Apartment,3.0,3.0,Adaeze Ajomiwe,9 months ago,https://cwlagos.com/property/elegant-2-units-of-luxury-3-bedroom-apartment-with-stable-electricity/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,,270000000.0,270.0,5.598421958998375
"NGN GNGN  2,000,000",Prime Waterfront/Waterview 500-3100sqm Land,Ikoyi,Sale,sale,,,,Rose,7 months ago,https://cwlagos.com/property/prime-waterfront-waterview-500-3100sqm-land/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,500-3100sqm,,,,,,,2000000.0,2.0,0.6931471805599453
"NGN GNGN  1,750,000",Land Measuring 871 sqm,Ikoyi,Sale,sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-871-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,871sqm,,,,,,,1750000.0,1.75,0.5596157879354227
"NGN GNGN 25,000,000",3-BEDROOM APARTMENT – OLD IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-old-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN 65,000,000","3-BED TERRACE APARTMENT – BANANA ISLAND, IKOYI",Ikoyi,Rent,rent,Terraced,3.0,3.0,admin-cw,3 weeks ago,https://cwlagos.com/property/3-bed-terrace-apartment-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000000.0,65.0,4.174387269895637
"NGN GNGN 40,000,000",5-BEDROOM DETACHED DUPLEX – IKOYI,Ikoyi,Rent,rent,Detached,5.0,5.0,admin-cw,3 weeks ago,https://cwlagos.com/property/5-bedroom-detached-duplex-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN 40,000,000","3-BED APARTMENT – BANANA ISLAND, IKOYI",Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bed-apartment-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN 70,000,000",3-Bedroom Penthouse in Ikoyi,Ikoyi,Rent,rent,Penthouse,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-penthouse-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000000.0,70.0,4.248495242049359
"NGN GNGN 8,500,000","Studio Apartment– Banana Island, Ikoyi",Ikoyi,Rent,,Apartment,1.0,1.0,admin-cw,2 months ago,https://cwlagos.com/property/studio-apartment-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500000.0,8.5,2.1400661634962708
"NGN GNGN 32,000,000",3-BEDROOM APARTMENT| IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-9/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,32.0,3.4657359027997265
1446770000.0,Luxury Units at Ikoyi,Ikoyi,Sale,sale,Penthouse,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/luxury-units-at-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446770000.0,1446.77,7.27708876444687
"NGN GNGN  15,000,000",Serviced 3 Bedroom Apartment + BQ,Ikoyi,Rent,,Apartment,3.0,3.0,admin-cw,11 months ago,https://cwlagos.com/property/serviced-3-bedroom-apartment-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,True,,,,,,,,15000000.0,15.0,2.70805020110221
"NGN GNGN  1,600,000,000",Land Measuring 803 sqm,Ikoyi,Sale,sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-803-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,803 sqm,,,,,,,1600000000.0,1600.0,7.3777589082278725
"NGN GNGN 27,000,000",2-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,27.0,3.295836866004329
"NGN GNGN 3,000,000",Waterfront Land in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,7 days ago,https://cwlagos.com/property/waterfront-land-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3.0,1.0986122886681098
"NGN GNGN 3,500,000",Land Measuring 3300sqm- Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,6 days ago,https://cwlagos.com/property/land-measuring-3300sqm-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,,,,,,,3500000.0,3.5,1.252762968495368
"NGN GNGN 60,000,000",4-Bed Semi-Detached House in Ikoyi,Ikoyi,Rent,rent,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-house-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,60.0,4.0943445622221
2170155000.0,4-Bedroom Maisonette in Ikoyi,Ikoyi,Sale,sale,Maisonette,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-maisonette-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170155000.0,2170.155,7.682553872555035
"NGN GNGN 250,000",145sqm Commercial Space in Ikoyi,Ikoyi,commercial,rent,Commercial Space,,,admin-cw,2 months ago,https://cwlagos.com/property/145sqm-commercial-space-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,250000.0,0.25,-1.3862943611198906
"NGN GNGN 4,500,000",Land Measuring 1500sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1500sqm-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,4500000.0,4.5,1.5040773967762742
"NGN GNGN 26,000,000",2-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-9/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,26.0,3.258096538021482
57870800.0,29 Units of 3-Bedroom Flats in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/29-units-of-3-bedroom-flats-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57870800.0,57.8708,4.05821293957867
"NGN GNGN 55,000,000","3-Bedroom Apartment in Banana Island, Ikoyi",Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000000.0,55.0,4.007333185232471
"NGN GNGN 60,000,000",4-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,60.0,4.0943445622221
"NGN GNGN 3,500,000,000",Land Measuring 1440sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1440sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000000.0,3500.0,8.160518247477505
"NGN GNGN 30,000,000",4-Bedroom Terrace in Ikoyi,Ikoyi,Rent,rent,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30.0,3.4011973816621555
"NGN GNGN 400,000,000","1, 2 & 3 Bedroom Apartments in Ikoyi",Ikoyi,,sale,Apartment,1.0,1.0,admin-cw,3 months ago,https://cwlagos.com/property/1-2-3-bedroom-apartments-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000.0,400.0,5.991464547107982
"NGN GNGN 3,200,000",Land Measuring 1080sqm- Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/land-measuring-1080sqm-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,,,,,,,3200000.0,3.2,1.1631508098056809
86806200.0,3-Bedroom Apartments in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartments-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86806200.0,86.8062,4.463678047686834
"NGN GNGN 350,000,000",2-Bedroom Service Flat in Ikoyi,Ikoyi,Sale,sale,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-service-flat-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000000.0,350.0,5.857933154483459
"NGN GNGN 3,500,000,000",Land Measuring 750sqm- Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,7 days ago,https://cwlagos.com/property/land-measuring-750sqm-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,3500000000.0,3500.0,8.160518247477505
"NGN GNGN 15,000,000",3-BEDROOM APARTMENT +BQ | IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-bq-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,15.0,2.70805020110221
"NGN GNGN 25,000,000",2-Bedroom Maisonette in Ikoyi,Ikoyi,Rent,rent,Maisonette,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-maisonette-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN 1,300,000,000",5-Bedroom Semi-Detached Duplex – Ikoyi,Ikoyi,Sale,sale,Semi Detached,5.0,5.0,admin-cw,1 month ago,https://cwlagos.com/property/5-bedroom-semi-detached-duplex-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000000.0,1300.0,7.170119543449628
"NGN GNGN 3,200,000",Residential Land – Old Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/residential-land-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200000.0,3.2,1.1631508098056809
"NGN GNGN 108,000,000",3 BEDROOM APARTMENT- IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,4 days ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-11/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000000.0,108.0,4.68213122712422
"NGN GNGN 50,000,000",3 Bedroom Apartment- Ikoyi,Ikoyi,Rent,rent,Apartment,5.0,5.0,admin-cw,4 hours ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-12/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,50.0,3.912023005428146
"NGN GNGN 40,000,000",2-Bedroom Apartment | Old Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,60 minutes ago,https://cwlagos.com/property/2-bedroom-apartment-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN 40,000,000",5-Bedroom Terrace| Osborne Phase 2,Ikoyi,Rent,rent,Terraced,5.0,5.0,admin-cw,36 minutes ago,https://cwlagos.com/property/5-bedroom-terrace-osborne-phase-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN 45,000,000",3-Bedroom Apartment for in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-for-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,45.0,3.8066624897703196
"NGN GNGN 1,800,000,000",Lands Measuring 500sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-500sqm-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000000.0,1800.0,7.495541943884256
"NGN GNGN 42,000,000",4-Bed Semi-Detached Duplex + 2 BQ | Ikoyi,Ikoyi,commercial,rent,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-2-bq-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000000.0,42.0,3.7376696182833684
"NGN GNGN 3,000,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,3000000.0,3.0,1.0986122886681098
"NGN GNGN 100,000,000","Five-Bed Duplex in Banana Island, Ikoyi",Ikoyi,Rent,rent,,5.0,5.0,admin-cw,2 months ago,https://cwlagos.com/property/five-bed-duplex-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,100.0,4.605170185988092
"NGN GNGN 250,000",Commercial Lease145 SQM Office Space in Ikoyi,Ikoyi,commercial,rent,Commercial Space,,,admin-cw,2 months ago,https://cwlagos.com/property/commercial-lease145-sqm-office-space-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,0.25,-1.3862943611198906
"NGN GNGN 650,000,000",New Development Apartments- Ikoyi,Ikoyi,Sale,sale,Apartment,2.0,2.0,admin-cw,4 weeks ago,https://cwlagos.com/property/new-development-apartments-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000000.0,650.0,6.476972362889683
"NGN GNGN 200,000,000",9-BED MANSION FOR COMMERCIAL USE | OLD IKOYI,Ikoyi,commercial,rent,Commercial Space,9.0,9.0,admin-cw,4 weeks ago,https://cwlagos.com/property/9-bed-mansion-for-commercial-use-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,200000000.0,200.0,5.298317366548036
"NGN GNGN 18,000,000",1 BEDROOM MINI FLAT | OLD IKOYI,Ikoyi,Rent,rent,Mini Flat,1.0,1.0,admin-cw,4 weeks ago,https://cwlagos.com/property/1-bedroom-mini-flat-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,18.0,2.8903717578961645
"NGN GNGN 35,000,000",3 BEDROOM APARTMENT + BQ | OLD IKOYI,Ikoyi,,rent,Apartment,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-bq-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN 25,000,000",3-Bedroom Apartment + BQ-Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-bq-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
52083720.0,3-Bedroom Furnished Flat – Banana Island,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-furnished-flat-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52083720.0,52.08372,3.9528524239208433
"NGN GNGN 3,000,000",JOINT VENTURE LAND- IKOYI,Ikoyi,Sale,sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/joint-venture-land-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,,,,,,,3000000.0,3.0,1.0986122886681098
"NGN GNGN 8,500,000,000",Land Measuring 2600sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-2600sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500000000.0,8500.0,9.047821442478408
"NGN GNGN 45,000,000",Commercial/ Residential 5 Bed detached house + BQ in Ikoyi,Ikoyi,commercial,rent,Detached,5.0,5.0,admin-cw,4 months ago,https://cwlagos.com/property/commercial-residential-5-bed-detached-house-bq-in-ikoyi/,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,45.0,3.8066624897703196
"NGN GNGN 25,000,000",4-Bedroom Terrace – Ikoyi,Ikoyi,Rent,rent,Terraced,4.0,4.0,admin-cw,4 days ago,https://cwlagos.com/property/4-bedroom-terrace-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN 250,000,000",3-Bedroom Apartment – Ikoyi,Ikoyi,Sale,sale,Apartment,3.0,3.0,admin-cw,4 days ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000000.0,250.0,5.521460917862246
"NGN GNGN 950,000,000",NEW DEVELOPMENTS IN IKOYI,Ikoyi,Sale,sale,Maisonette,4.0,4.0,admin-cw,6 days ago,https://cwlagos.com/property/new-developments-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000000.0,950.0,6.856461984594587
"NGN GNGN 4,300,000,000",Prime Land in Banana Island,Ikoyi,Sale,sale,,,,admin-cw,6 days ago,https://cwlagos.com/property/prime-land-in-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,852,,,,,,,4300000000.0,4300.0,8.366370301681654
"NGN GNGN 900,000",Land Measuring 1300sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-1300sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,900000.0,0.9,-0.10536051565782628
"NGN GNGN 1,300,000",Land Measuring 2805sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-2805sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,2805,,,,,,,1300000.0,1.3,0.26236426446749106
"NGN GNGN 3,200,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,3200000.0,3.2,1.1631508098056809
