price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna,price(NGN),price(millions_NGN),log_price_millions_NGN
"NGN GNGN 300,000,000","3 Bedroom Apartment in Ikate, Lekki",Lekki,Sale,sale,Apartment,3.0,3.0,admin-cw,3 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikate-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,300.0,5.703782474656201
"NGN GNGN 450,000,000",4 Bedroom Apartment in Lekki,Lekki,Sale,sale,Apartment,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-lekki/,,,,,,True,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 650,000,000",5 Bedroom Fully Detached House in Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-house-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000000.0,650.0,6.476972362889683
"NGN GNGN 280,000,000",4 Bedroom Terrace Duplex + BQ in Lekki,Lekki,Sale,sale,Terraced,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-bq-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000000.0,280.0,5.634789603169249
"NGN GNGN 630,000,000",5 Bedroom Fully Detached Duplex + BQ in Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-bq-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000000.0,630.0,6.4457198193855785
"NGN GNGN 450,000,000",4 Bedroom Detached Duplex + BQ in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-detached-duplex-bq-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 350,000,000",5 Bedroom Fully Detached Duplex in Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-in-lekki-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000000.0,350.0,5.857933154483459
"NGN GNGN 650,000,000",2 Units of 5-Bedroom Fully Detached Duplexes in Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/2-units-of-5-bedroom-fully-detached-duplexes-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000000.0,650.0,6.476972362889683
"NGN GNGN 35,000,000",5-Bedroom Smart Detached Duplex in Lekki,Lekki,Rent,rent,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-smart-detached-duplex-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN 380,000,000",5 Bedroom Detached + BQ in Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 months ago,https://cwlagos.com/property/5-bedroom-detached-bq-in-lekki/,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000000.0,380.0,5.940171252720432
"NGN GNGN 420,000,000",5-Bedroom Fully Detached Home+ BQ in Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-home-bq-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420000000.0,420.0,6.040254711277414
"NGN GNGN 1,100,000,000",5 BEDROOM FULLY DETACHED HOME+BQ IN LEKKI,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-homebq-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000000.0,1100.0,7.003065458786462
"NGN GNGN 220,000,000","2 BEDROOM APARTMENT | IKATE, LEKKI",Lekki,Sale,sale,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-ikate-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000000.0,220.0,5.393627546352362
"NGN GNGN 450,000,000","5 BEDROOM DETACHED DUPLEX | AJAH, LEKKI",Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex-ajah-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 1,000,000,000",5-Bedroom Detached Duplex |Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 weeks ago,https://cwlagos.com/property/5-bedroom-detached-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,1000.0,6.907755278982137
"NGN GNGN 100,000",Office Space & Residential Apartments – Lekki,Lekki,commercial,rent,Apartment,,,admin-cw,2 months ago,https://cwlagos.com/property/office-space-residential-apartments-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,0.1,-2.3025850929940455
"NGN GNGN 130,000,000",4-Bed Semi-Detached Duplex in Lekki,Lekki,Sale,sale,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-in-lekki-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000000.0,130.0,4.867534450455582
"NGN GNGN 30,000,000",5 Bedroom Fully Detached Duplex in Lekki,Lekki,Rent,rent,Detached,5.0,5.0,admin-cw,4 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30.0,3.4011973816621555
"NGN GNGN 1,400,000,000",Land Measuring 1232.54sqm in Lekki,Lekki,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-1232-54sqm-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000000.0,1400.0,7.24422751560335
"NGN GNGN 10,000,000",2 BEDROOM DUPLEX–LEKKI,Lekki,Rent,rent,Mini Duplex,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,10.0,2.302585092994046
"NGN GNGN 220,000,000","2 BEDROOM APARTMENT | IKATE, LEKKI",Lekki,Sale,sale,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-ikate-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000000.0,220.0,5.393627546352362
"NGN GNGN 380,000,000",6 Bedroom Fully Detached House in Lekki,Lekki,Sale,sale,Detached,6.0,6.0,admin-cw,4 months ago,https://cwlagos.com/property/6-bedroom-fully-detached-house-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000000.0,380.0,5.940171252720432
"NGN GNGN 280,000,000",2 Bedroom Apartment in Lekki,Lekki,Sale,sale,Apartment,2.0,2.0,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-7/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000000.0,280.0,5.634789603169249
"NGN GNGN 135,000,000",2-Bedroom Apartment in Lekki,Lekki,Sale,sale,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000000.0,135.0,4.90527477843843
"NGN GNGN 750,000,000",5-BED DETACHED DUPLEX+BQ — LEKKI,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,1 month ago,https://cwlagos.com/property/5-bed-detached-duplexbq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000000.0,750.0,6.620073206530356
"NGN GNGN 65,000,000",STUDIO APARTMENT — LEKKI,Lekki,Sale,sale,Apartment,1.0,1.0,admin-cw,1 month ago,https://cwlagos.com/property/studio-apartment-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000000.0,65.0,4.174387269895637
"NGN GNGN  3,000,000",30sqm Spacious Commercial Space with Ample Parking Space,Lekki,commercial,,Commercial Space,,,Ngonadi Uzoma,10 months ago,https://cwlagos.com/property/30sqm-spacious-commercial-space-with-ample-parking-space/,True,True,True,True,,True,True,,True,,,True,,True,True,,,,,,True,,,,,,30sqm,,,,,,,3000000.0,3.0,1.0986122886681098
"NGN GNGN 270,000,000",4-Bedroom Terrace Duplex in Lekki,Lekki,Sale,sale,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000000.0,270.0,5.598421958998375
"NGN GNGN  2,000,000",Waterfront Land Measuring 3000 sqm,Lekki,Sale,sale,,,,Rose,6 months ago,https://cwlagos.com/property/waterfront-land-measuring-3000-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,3000sqm,,,,,,,2000000.0,2.0,0.6931471805599453
"NGN GNGN 200,000,000",4 Bedroom Semi Detached Duplex in Lekki,Lekki,Sale,sale,Semi Detached,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000.0,200.0,5.298317366548036
"NGN GNGN 240,000,000",4 Bedroom Detached Duplex in Lekki,Lekki,Sale,sale,Detached,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-detached-duplex-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000000.0,240.0,5.480638923341991
"6,000,000",2-Bedroom Apartment,Lekki,Rent,rent,Apartment,2.0,2.0,Peter Ogunremi,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-9/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,6.0,1.791759469228055
"NGN GNGN 350,000,000",4 BEDROOM TERRACE DUPLEX– LEKKI,Lekki,Sale,sale,Terraced,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000000.0,350.0,5.857933154483459
"NGN GNGN 450,000,000",5 Bedroom Semi Detached Duplex in Lekki,Lekki,Sale,sale,Semi Detached,5.0,5.0,admin-cw,4 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-duplex-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 450,000,000",5 Bedroom Detached Duplex in Lekki,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,4 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 770,000,000",5-BED DETACHED DUPLEX+1 BQ —LEKKI,Lekki,Sale,sale,Detached,5.0,5.0,admin-cw,1 month ago,https://cwlagos.com/property/5-bed-detached-duplex1-bq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770000000.0,770.0,6.646390514847729
"NGN GNGN 12,000,000",2-BEDROOM APARTMENT — LEKKI,Lekki,Rent,rent,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-lekki-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,12.0,2.4849066497880004
"NGN GNGN 300,000,000",2-Bed Terrace Duplex – Lekki,Lekki,Sale,sale,Terraced,2.0,2.0,admin-cw,2 months ago,https://cwlagos.com/property/2-bed-terrace-duplex-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,300.0,5.703782474656201
"NGN GNGN 10,000,000",2 BEDROOM APARTMENT –LEKKI,Lekki,Rent,rent,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,10.0,2.302585092994046
"NGN GNGN 270,000,000",4-Bedroom Terrace Duplex in Lekki,Lekki,Sale,sale,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-in-lekki-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000000.0,270.0,5.598421958998375
"NGN GNGN 3,300,000,000",2300sqm bare land in Lekki,Lekki,Sale,sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/2300sqm-bare-land-in-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,3300000000.0,3300.0,8.101677747454572
"NGN GNGN 12,000,000",2 BEDROOM APARTMENT IN LEKKI,Lekki,Rent,rent,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-in-lekki-16/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,12.0,2.4849066497880004
"NGN GNGN  1,200,000,000",Brand New 6 Bedroom Detached House with 2 Room BQ,Lekki,Sale,sale,Detached,6.0,6.0,Kemi Adeyinka,6 months ago,https://cwlagos.com/property/brand-new-6-bedroom-detached-house-with-2-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,,,True,,,,,,,,1200000000.0,1200.0,7.090076835776092
"NGN GNGN  450,000,000",4 Bedroom Maisonette with BQ,Lekki,Sale,sale,Maisonette,4.0,4.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/4-bedroom-maisonette-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN 950,000,000",Land Measuring 1015 sqm in a Strategic Location,Lekki,Sale,sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-1015-sqm-in-a-strategic-location/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,1015 sqm,,,,,,,950000000.0,950.0,6.856461984594587
"NGN GNGN  350,000,000",Gated & Fenced Land Measuring 1400 sqm,Lekki,Sale,sale,,,,Rose,6 months ago,https://cwlagos.com/property/gated-fenced-land-measuring-1400-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,1400sqm,,,,,,,350000000.0,350.0,5.857933154483459
"NGN 250,000,000",5-Bedroom Fully Detached Duplex for Sale in Ajah,Lekki,Sale,sale,Detached,2.0,5.0,admin-cw,5 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-for-sale-in-ajah/,,,,,,,,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,250000000.0,250.0,5.521460917862246
"NGN GNGN  25,000,000",Luxurious 5 Bedroom Fully Detached Duplex with 2-Room BQ,Lekki,Rent,,Detached,5.0,5.0,Jennifer Nwagbo,10 months ago,https://cwlagos.com/property/luxurious-5-bedroom-fully-detached-duplex-with-2-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,True,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN  27,000,000",4 Bedroom Semi-Detached House with 2 nos Self Contained BQ,Lekki,Rent,rent,Semi Detached,4.0,4.0,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-house-with-2-nos-self-contained-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,,,,,,,,,,,27000000.0,27.0,3.295836866004329
"NGN GNGN  500,000,000",Furnished 4 Bedroom Terrace plus BQ,Lekki,Sale,sale,Terraced,4.0,4.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/furnished-4-bedroom-terrace-plus-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,500000000.0,500.0,6.214608098422191
"NGN GNGN  35,000,000",4 Bedroom Maisonette,Lekki,Rent,rent,Maisonette,4.0,4.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/4-bedroom-maisonette/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN  40,000,000",5 Bedroom Semi-Detached Self Compound with 1 Room BQ,Lekki,Rent,rent,Semi Detached,5.0,5.0,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-self-compound-with-1-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,,,True,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN  450,000,000",4 Bedroom Maisonette,Lekki,Sale,sale,Maisonette,4.0,4.0,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/4-bedroom-maisonette-4/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN  1,500,000,000","Fenced & Gated 1,184.979 sqm of Land",Lekki,Sale,sale,,,,Rose,6 months ago,https://cwlagos.com/property/fenced-gated-1184-979-sqm-of-land/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"1,184.979 sqm",,,,,,,1500000000.0,1500.0,7.313220387090301
"NGN GNGN  25,000,000",4 Bedroom Terraced Duplex with 2 BQ,Lekki,Rent,rent,Terraced,4.0,4.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex-with-2-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN  180,000,000",2 Bedroom Maisonette plus BQ,Lekki,Sale,sale,Maisonette,2.0,2.0,admin-cw,6 months ago,https://cwlagos.com/property/2-bedroom-maisonette-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,,180000000.0,180.0,5.19295685089021
"NGN GNGN  300,000,000",3 Bedroom Penthouse,Lekki,Sale,sale,Penthouse,3.0,3.0,admin-cw,6 months ago,https://cwlagos.com/property/3-bedroom-penthouse-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,,,,True,,,,,300000000.0,300.0,5.703782474656201
"NGN GNGN  10,000,000",2 Bedroom Apartment on the 1st Floor,Lekki,Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,5 months ago,https://cwlagos.com/property/2-bedroom-apartment-on-the-1st-floor/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,,10000000.0,10.0,2.302585092994046
"NGN GNGN  13,000,000",2 Bedroom Apartment,Lekki,Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-4/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,True,,,,,,,,,13000000.0,13.0,2.5649493574615367
"NGN GNGN  35,000,000",Fully Furnished 2 Bedroom Maisonette,Lekki,Rent,rent,Maisonette,2.0,2.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/fully-furnished-2-bedroom-maisonette/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,,,,True,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN  40,000,000",5 Bedroom Semi-Detached House with 4 Room Bungalow,Lekki,Rent,rent,Commercial Space,5.0,5.0,Ngonadi Uzoma,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-house-with-4-room-bungalow/,True,True,True,True,True,True,True,,True,True,,True,,True,True,,True,,,True,True,,,,,True,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN  550,000,000",Magnificent 4 Bedroom Maisonette with Swimming Pool for Relaxation,Lekki,Sale,sale,Maisonette,4.0,4.0,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/magnificent-4-bedroom-maisonette-with-swimming-pool-for-relaxation/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,,,,,,,,,550000000.0,550.0,6.309918278226516
"NGN GNGN  1,100,000,000",4 Bedroom Detached Luxury Smart Home with BQ,Lekki,Sale,sale,Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-detached-luxury-smart-home-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,1100000000.0,1100.0,7.003065458786462
"NGN GNGN  18,000,000",3 Bedroom Flat with a Room BQ,Lekki,Rent,rent,Apartment,3.0,3.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/3-bedroom-flat-with-a-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,,18000000.0,18.0,2.8903717578961645
"NGN GNGN  200,000,000",2 Bedroom Apartment,Lekki,Sale,sale,Apartment,2.0,2.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-5/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,,200000000.0,200.0,5.298317366548036
"NGN GNGN 280,000,000",5-BEDROOM TERRACE + BQ— LEKKI,Lekki,Sale,rent,Terraced,5.0,5.0,admin-cw,1 month ago,https://cwlagos.com/property/5-bedroom-terrace-bq-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000000.0,280.0,5.634789603169249
"NGN GNGN  300,000,000",2- & 3-Bedroom Penthouse Apartment,Lekki,Sale,sale,Apartment,3.0,3.0,admin-cw,6 months ago,https://cwlagos.com/property/2-3-bedroom-penthouse-apartment/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,True,,460sqm,,,,,,,300000000.0,300.0,5.703782474656201
"NGN GNGN  500,000,000",Prime Residential Plot Measuring Approximately 470 sqm,Lekki,Sale,sale,,,,Rose,6 months ago,https://cwlagos.com/property/prime-residential-plot-measuring-approximately-470-sqm/,True,,,,,True,True,,,,,,,,,,,,,,True,,,,,,470 SQM,,,,,,,500000000.0,500.0,6.214608098422191
"NGN GNGN  35,000,000",Self-Serviced 5 Bedroom Semi-Detached Duplex + BQ,Lekki,Rent,rent,Semi Detached,5.0,5.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/self-serviced-5-bedroom-semi-detached-duplex-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN  25,000,000",Self-Serviced 5 Bedroom Detached House plus BQ,Lekki,commercial,rent,Commercial Space,5.0,5.0,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/self-serviced-5-bedroom-detached-house-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN  25,000,000",4 Bedroom Terraced Duplex with Swimming Pool,Lekki,Rent,rent,Terraced,4.0,4.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex-with-swimming-pool/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,True,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN  200,000,000",Well-Constructed 2 Bedroom Condo,Lekki,Sale,sale,,2.0,2.0,admin-cw,6 months ago,https://cwlagos.com/property/well-constructed-2-bedroom-condo/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,"1,230 sqm",,True,,,,,200000000.0,200.0,5.298317366548036
"NGN GNGN  20,000,000",Fully Furnished 2 Bedroom Apartment,Lekki,Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/fully-furnished-2-bedroom-apartment/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,,,True,,,,,,,,,,20000000.0,20.0,2.995732273553991
"NGN GNGN  15,000,000",Serviced 2 & 3 Bedroom Flats,Lekki,Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/serviced-2-3-bedroom-flats/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,True,True,True,,,,,,,,,True,,,,15000000.0,15.0,2.70805020110221
"NGN GNGN  6,000,000",Fully Serviced Mini Flat on the Ground floor,Lekki,Rent,rent,Apartment,1.0,1.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/fully-serviced-mini-flat-on-the-ground-floor/,,,True,True,,True,True,True,True,True,True,True,,True,True,True,,,,True,True,,,,,,,,,,,,,6000000.0,6.0,1.791759469228055
"NGN GNGN  8,500,000",Front Facing Shop in a Secured Neighborhood,Lekki,Rent,rent,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/front-facing-shop-in-a-secured-neighborhood/,True,True,True,True,,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,,,,,8500000.0,8.5,2.1400661634962708
"NGN GNGN  14,000,000",Serviced 2 Bedroom Flat,Lekki,Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,7 months ago,https://cwlagos.com/property/serviced-2-bedroom-flat/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,,14000000.0,14.0,2.6390573296152584
"NGN GNGN  2,200,000,000",4 Nos 5 Bedroom Terraces with a BQ Each,Lekki,Sale,sale,Terraced,5.0,5.0,Jennifer Nwagbo,9 months ago,https://cwlagos.com/property/4-nos-5-bedroom-terraces-with-a-bq-each/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,,,,,True,,,,,,,,2200000000.0,2200.0,7.696212639346407
"NGN GNGN  7,000,000",Furnished 2 Bedroom All En-Suite Apartment,Lekki,Rent,rent,Apartment,2.0,2.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/furnished-2-bedroom-all-en-suite-apartment/,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,,,,True,True,,,True,,,,,,,,,,7000000.0,7.0,1.9459101490553132
"NGN GNGN  35,000,000",Self-Serviced 5 Bedroom Semi-Detached Duplex with Ample Parking Space,Lekki,commercial,rent,Commercial Space,5.0,5.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/self-serviced-5-bedroom-semi-detached-duplex-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,True,,True,True,,,,,True,,,,,,,,35000000.0,35.0,3.5553480614894135
